"Time","Position","Speed","Control_Input","Desired_Position"
1.21,0,0,0,0
1.22,0,0,0,0
1.23,0,0,0,0
1.24,0,0,0,0
1.25,0,0,0,0
1.26,0,0,0,0
1.27,0,0,0,0
1.28,0,0,0,0
1.29,0,0,0,0
1.3,0,0,0,0
1.31,0,0,0,0
1.32,0,0,0,0
1.33,0,0,0,0
1.34,0,0,0,0
1.35,0,0,0,0
1.36,0,0,0,0
1.37,0,0,0,0
1.38,0,0,0,0
1.39,0,0,0,0
1.4,0,0,0,0
1.41,0,0,0,0
1.42,0,0,0,0
1.43,0,0,0,0
1.44,0,0,0,0
1.45,0,0,0,0
1.46,0,0,0,0
1.47,0,0,0,0
1.48,0,0,0,0
1.49,0,0,0,0
1.5,0,0,0,0
1.51,0,0,0,0
1.52,0,0,0,0
1.53,0,0,0,0
1.54,0,0,0,0
1.55,0,0,0,0
1.56,0,0,0,0
1.57,0,0,0,0
1.58,0,0,0,0
1.59,0,0,0,0
1.6,0,0,0,0
1.61,0,0,0,0
1.62,0,0,0,0
1.63,0,0,0,0
1.64,0,0,0,0
1.65,0,0,0,0
1.66,0,0,0,0
1.67,0,0,0,0
1.68,0,0,0,0
1.69,0,0,0,0
1.7,0,0,0,0
1.71,0,0,0,0
1.72,0,0,0,0
1.73,0,0,0,0
1.74,0,0,0,0
1.75,0,0,0,0
1.76,0,0,0,0
1.77,0,0,0,0
1.78,0,0,0,0
1.79,0,0,0,0
1.8,0,0,0,0
1.81,0,0,0,0
1.82,0,0,0,0
1.83,0,0,0,0
1.84,0,0,0,0
1.85,0,0,0,0
1.86,0,0,0,0
1.87,0,0,0,0
1.88,0,0,0,0
1.89,0,0,0,0
1.9,0,0,0,0
1.91,0,0,0,0
1.92,0,0,0,0
1.93,0,0,0,0
1.94,0,0,0,0
1.95,0,0,0,0
1.96,0,0,0,0
1.97,0,0,0,0
1.98,0,0,0,0
1.99,0,0,0,0
2,0,0,0,0
2.01,0.000101834779156246,0.0203499128145985,204.01,0.0200000000000005
2.02,0.000408144681983898,0.0408946919511211,206.991234335217,0.04
2.03,0.000920340545106303,0.0615268604782429,208.915017045596,0.0600000000000005
2.04,0.00163926620267812,0.0822404107488454,210.793258099752,0.0800000000000001
2.05,0.00256570823620535,0.103029899457743,212.631355390641,0.0999999999999996
2.06,0.00370039906628512,0.123889937728125,214.429620370264,0.12
2.07,0.0050440174866696,0.144815189068843,216.188344039189,0.14
2.08,0.00659718919066769,0.165800369882564,217.907822443322,0.16
2.09,0.00836048730260131,0.18684024996854,219.588356671791,0.18
2.1,0.0103344329141984,0.207929653007183,221.230252726398,0.2
2.11,0.012519495625741,0.229063457026509,222.833821390986,0.22
2.12,0.0149160940917875,0.250236594850574,224.399378101411,0.24
2.13,0.01752459657129,0.271444054530027,225.927242816115,0.26
2.14,0.0203453214819281,0.292680879754921,227.417739887371,0.28
2.15,0.0233785379584832,0.313942170249905,228.871197933144,0.3
2.16,0.0266244664150768,0.33522308215195,230.287949709685,0.32
2.17,0.0300832791110996,0.356518828370718,231.668331984772,0.34
2.18,0.0337551007206578,0.377824678931752,233.012685411723,0.36
2.19,0.0376400089053667,0.399135961302597,234.321354404095,0.38
2.2,0.04173803489032,0.420448060702012,235.594687011196,0.4
2.21,0.0460491640430685,0.441756420392417,236.833034794313,0.42
2.22,0.0505733364554385,0.463056541955722,238.036752703793,0.44
2.23,0.0553104475280279,0.484343985552691,239.206198956873,0.46
2.24,0.0602603485572129,0.505614370165983,240.341734916399,0.48
2.25,0.0654228473245049,0.526863373827037,241.443724970326,0.5
2.26,0.0707977086880961,0.548086733826949,242.512536412137,0.52
2.27,0.0763846551764344,0.569280246911492,243.548539322081,0.54
2.28,0.0821833675836699,0.59043976946045,244.552106449357,0.56
2.29,0.0881934855668176,0.611561217651414,245.523613095142,0.58
2.3,0.0944146082444802,0.632640567608208,246.463436996611,0.600000000000001
2.31,0.10084629479698,0.653673855534104,247.371958211804,0.62
2.32,0.107488065067747,0.674657177829994,248.249559005533,0.64
2.33,0.114339400165814,0.695586691197674,249.096623736179,0.66
2.34,0.121399743069273,0.716458612728421,249.913538743477,0.68
2.35,0.128668499229541,0.737269219977016,250.700692237337,0.7
2.36,0.136145037176296,0.758014851021392,251.458474187576,0.72
2.37,0.143828689122942,0.77869190450807,252.18727621476,0.74
2.38,0.15171875157245,0.799296839683557,252.887491481963,0.76
2.39,0.15981448592345,0.819826176411875,253.559514587661,0.78
2.4,0.168115119076427,0.840276495178396,254.203741459577,0.8
2.41,0.176619844039892,0.860644437080158,254.820569249668,0.82
2.42,0.185327820536381,0.880926703802821,255.410396230077,0.84
2.43,0.194238175608166,0.901120057584468,255.973621690275,0.86
2.44,0.203350004222533,0.921221321166389,256.510645835155,0.88
2.45,0.212662369876508,0.941227377731061,257.021869684349,0.9
2.46,0.2221743052009,0.961135170827468,257.507694972524,0.92
2.47,0.231884812563524,0.980941704283966,257.968524050896,0.94
2.48,0.241792864671512,1.00064404210885,258.404759789747,0.96
2.49,0.251897405172544,1.0202393083788,258.816805482194,0.98
2.5,0.262197349254928,1.03972468711542,259.205064748943,1
2.51,0.272589749467209,1.03874750933544,55.5599414443337,1
2.52,0.282970825529339,1.03746012502569,52.920605228162,1
2.53,0.293338000001762,1.03596737411641,51.3161461044919,1
2.54,0.303689236374195,1.03427268658887,49.7350581070723,1
2.55,0.314022529908259,1.03237898723725,48.1723472143034,1
2.56,0.324335905136336,1.03028920539091,46.6281056262138,1
2.57,0.334627415916127,1.02800627675508,45.1024456879094,1
2.58,0.344895145490809,1.02553314269029,43.5954743068566,1
2.59,0.355137206541956,1.0228727494868,42.1072928702573,1
2.6,0.365351741235246,1.02002804764711,40.6379972921107,1
2.61,0.375536921259036,1.01700199117667,39.1876780613967,1
2.62,0.385690947855878,1.01379753688279,37.7564202910255,1
2.63,0.395812051847078,1.01041764368188,36.3443037671927,1
2.64,0.405898493650358,1.00686527191501,34.9514029994549,1
2.65,0.415948563290719,1.00314338267184,33.5777872711752,1
2.66,0.425960580404588,0.999254937122996,32.2235206906507,1
2.67,0.435932894237327,0.995202895860897,30.8886622425926,1
2.68,0.445863883634199,0.990990218249105,29.5732658402229,1
2.69,0.455751957024859,0.986619861780203,28.2773803777084,1
2.7,0.465595552401482,0.982094781442267,27.0010497831781,1
2.71,0.475393137290584,0.977417929093929,25.7443130720246,1
2.72,0.485143208718647,0.972592252848094,24.5072044007695,1
2.73,0.49484429317162,0.96762069646431,23.2897531211824,1
2.74,0.504494946548387,0.962506198749838,22.0919838349078,1
2.75,0.514093754108293,0.957251692969431,20.913916448332,1
2.76,0.523639330412806,0.951860106263849,19.7555662279144,1
2.77,0.533130319261412,0.946334359077118,18.6169438557348,1
2.78,0.542565393621824,0.940677364592571,17.4980554854598,1
2.79,0.551943255554599,0.934892028177656,16.3989027984953,1
2.8,0.561262636132244,0.928981246837546,15.3194830605328,1
2.81,0.570522295352899,0.922947908677554,14.2597891782422,1
2.82,0.579721022048698,0.916794892374349,13.2198097563264,1
2.83,0.588857633788874,0.910525066655999,12.1995291547148,1
2.84,0.59793097677772,0.904141289790824,11.1989275460047,1
2.85,0.606939925747474,0.897646409085082,10.217980973154,1
2.86,0.615883383846229,0.891043260389461,9.25666140724742,1
2.87,0.624760282520953,0.884334667614403,8.31493680556335,1
2.88,0.633569581395703,0.877523442254234,7.39277116966747,1
2.89,0.642310268145125,0.870612382920104,6.49012460376872,1
2.9,0.650981358363333,0.863604274881723,5.6069533730783,1
2.91,0.659581895428239,0.856501889617896,4.74320996240415,1
2.92,0.668110950361444,0.849307984375823,3.89884313471666,1
2.93,0.676567621683754,0.842025301739173,3.07379798991821,1
2.94,0.68495103526643,0.834656569204901,2.2680160235596,1
2.95,0.693260344178246,0.827204498768798,1.48143518573002,1
2.96,0.701494728528447,0.819671786519755,0.713989939871638,1
2.97,0.709653395305688,0.812061112242717,-0.03438867826722,1
2.98,0.717735578213056,0.804375139030308,-0.763773001777551,1
2.99,0.725740537499242,0.7966165129031,-1.47423867362494,1
3,0.733667559785967,0.788787862438505,-2.16586458780429,1
3.01,0.74151595789173,0.780891798408258,-2.83873283041855,1
3.02,0.749285070651981,0.772930913424466,-3.49292862089659,1
3.03,0.7569742627358,0.764907781594192,-4.12854025316229,1
3.04,0.764582924459154,0.756824958182537,-4.74565903697044,1
3.05,0.772110471594834,0.748684979284199,-5.3443792392133,1
3.06,0.779556345179153,0.740490361503458,-5.92479802541894,1
3.07,0.786920011315476,0.732243601642572,-6.48701540125211,1
3.08,0.794200960974686,0.723947176398517,-7.03113415421966,1
3.09,0.801398709792649,0.715603542068069,-7.55725979541108,1
3.1,0.808512797864786,0.707215134261149,-8.06550050144453,1
3.11,0.815542789537799,0.698784367622423,-8.55596705653301,1
3.12,0.822488273198675,0.690313635561095,-9.02877279466931,1
3.13,0.829348861061012,0.681805309988848,-9.48403354206912,1
3.14,0.836124188948778,0.673261741065902,-9.92186755968079,1
3.15,0.84281391607756,0.664685256955129,-10.3423954859971,1
3.16,0.849417724833404,0.656078163584178,-10.7457402799549,1
3.17,0.855935320549306,0.647442744415574,-11.1320271641551,1
3.18,0.862366431279454,0.638781260224723,-11.5013835681923,1
3.19,0.868710807571281,0.630095948885785,-11.8539390723231,1
3.2,0.874968222235421,0.621389025165354,-12.1898253512627,1
3.21,0.881138470113637,0.6126626805239,-12.5091761183383,1
3.22,0.887221367844806,0.603919082924913,-12.8121270697998,1
3.23,0.893216753629029,0.595160376651688,-13.0988158294868,1
3.24,0.899124486989951,0.586388682131712,-13.3693818936843,1
3.25,0.90494444853536,0.577606095768576,-13.6239665763564,1
3.26,0.910676539716143,0.568814689781367,-13.8627129545732,1
3.27,0.916320682583675,0.560016512051471,-14.085765814334,1
3.28,0.921876819545709,0.551213585976736,-14.2932715966143,1
3.29,0.927344913120847,0.542407910332929,-14.4853783438135,1
3.3,0.932724945691662,0.533601459142424,-14.6622356464407,1
3.31,0.93801691925654,0.524796181550059,-14.8239945902217,1
3.32,0.943220855180322,0.515994001706103,-14.9708077034611,1
3.33,0.9483367939438,0.507196818656263,-15.1028289048388,1
3.34,0.953364794892162,0.498406506238664,-15.2202134514747,1
3.35,0.958304935982428,0.489624912987749,-15.3231178874258,1
3.36,0.963157313529972,0.480853862045018,-15.4116999925236,1
3.37,0.967922041954173,0.47209515107654,-15.4861187315664,1
3.38,0.972599253523281,0.463350552197186,-15.5465342039487,1
3.39,0.977189098098563,0.454621811901495,-15.5931075936098,1
3.4,0.981691742877779,0.445910651001113,-15.6260011194526,1
3.41,0.986107372138078,0.437218764568737,-15.6453779860819,1
3.42,0.990436186978353,0.428547821888491,-15.6514023350339,1
3.43,0.994678405061141,0.419899466412663,-15.6442391963361,1
3.44,0.998834260354119,0.411275315724731,-15.6240544405594,1
3.45,1.00290400287126,0.40267696150861,-15.5910147312268,1
3.46,1.00688789841371,0.394105969524046,-15.5452874777107,1
3.47,1.01078622831046,0.385563879588078,-15.4870407885075,1
3.48,1.01459928915884,0.37705220556251,-15.4164434250036,1
3.49,1.01832739256497,0.368572435347306,-15.3336647556349,1
3.5,1.02197086488408,0.36012603087983,-15.2388747105364,1
3.51,1.02553004696094,0.351714428139884,-15.1322437366075,1
3.52,1.02900529387037,0.343339037160429,-15.0139427530698,1
3.53,1.03239697465777,0.335001242043955,-14.8841431074392,1
3.54,1.03570547208,0.32670240098439,-14.743016532023,1
3.55,1.03893118234639,0.318443846294501,-14.5907351008144,1
3.56,1.04207451486012,0.310226884438685,-14.4274711869284,1
3.57,1.04513589195989,0.302052796071102,-14.2533974204414,1
3.58,1.04811574866207,0.293922836079046,-14.0686866467909,1
3.59,1.05101453240323,0.285838233631499,-13.8735118855686,1
3.6,1.05383270278327,0.27780019223278,-13.6680462898731,1
3.61,1.05657073130905,0.269809889781215,-13.4524631061105,1
3.62,1.05922910113863,0.261868478632758,-13.2269356342777,1
3.63,1.06180830682621,0.253977085669465,-12.9916371887848,1
3.64,1.06430885406775,0.246136812372777,-12.7467410597047,1
3.65,1.06673125944733,0.238348734901504,-12.4924204745918,1
3.66,1.06907605018439,0.230613904174448,-12.2288485607406,1
3.67,1.07134376388172,0.222933345957584,-11.956198307994,1
3.68,1.07353494827438,0.215308060955728,-11.6746425320068,1
3.69,1.07565016097961,0.207739024908603,-11.3843538380631,1
3.7,1.07768996924767,0.200227188691235,-11.0855045853602,1
3.71,1.07965494971369,0.192773478418595,-10.7782668518391,1
3.72,1.08154568815063,0.18537879555442,-10.4628123994795,1
3.73,1.08336277922333,0.178044017024121,-10.1393126401522,1
3.74,1.08510682624373,0.170769995331718,-9.80793860194395,1
3.75,1.0867784409272,0.163557558680708,-9.46886089603387,1
3.76,1.08837824315025,0.156407511098798,-9.12224968403986,1
3.77,1.08990686070933,0.149320632566433,-8.76827464592993,1
3.78,1.09136492908106,0.142297679149024,-8.4071049483899,1
3.79,1.09275309118374,0.135339383132814,-8.03890921377587,1
3.8,1.0940719971403,0.128446453164307,-7.6638554895099,1
3.81,1.09532230404253,0.121619574393168,-7.28211121805627,1
3.82,1.09650467571695,0.114859408618537,-6.89384320737019,1
3.83,1.09761978249195,0.108166594438667,-6.49921760188677,1
3.84,1.09866830096663,0.101541747403821,-6.09839985400894,1
3.85,1.09965091378103,0.094985460172342,-5.69155469612964,1
3.86,1.10056830938806,0.08849830266983,-5.27884611316187,1
3.87,1.10142118182696,0.082080822251348,-4.86043731557201,1
3.88,1.10221023049841,0.0757335438665803,-4.43649071295024,1
3.89,1.10293615994136,0.0694569702278721,-4.00716788807545,1
3.9,1.10359967961144,0.0632515819810742,-3.57262957151233,1
3.91,1.10420150366123,0.0571178378791207,-3.13303561669762,1
3.92,1.10474235072217,0.0510561749582655,-2.68854497555613,1
3.93,1.10522294368831,0.0450670087169046,-2.23931567462744,1
3.94,1.10564400950182,0.039150733296913,-1.78550479168149,1
3.95,1.10600627894037,0.0333077216674204,-1.32726843287456,1
3.96,1.10631048640629,0.0275383258109599,-0.864761710373076,1
3.97,1.10655736971769,0.0218428769119108,-0.398138720524444,1
3.98,1.10674766990142,0.0162216855471709,0.0724474775077657,1
3.99,1.10688213098793,0.0106750418789839,0.546844882582624,1
4,1.10696149980815,0.00520321584985251,1.02490257192217,1
4.01,1.10698652579222,-0.000193542620531903,1.50647072096482,1
4.02,1.1069579607703,-0.0055150034364132,1.99140062271643,1
4.03,1.10687655877532,-0.0107609561252169,2.4795447065998,1
4.04,1.10674307584775,-0.0159312096349871,2.97075655682538,1
4.05,1.10655826984244,-0.0210255921300816,3.46489093026506,1
4.06,1.10632290023746,-0.0260439507851945,3.96180377383364,1
4.07,1.10603772794506,-0.0309861515777714,4.46135224139215,1
4.08,1.10570351512465,-0.0358520790788842,4.96339471016993,1
4.09,1.10532102499798,-0.0406416362426329,5.46779079668888,1
4.1,1.10489102166629,-0.0453547441941376,5.97440137224064,1
4.11,1.10441426992974,-0.0499913420161879,6.48308857785747,1
4.12,1.10389153510886,-0.0545513865346129,6.99371583882365,1
4.13,1.10332358286822,-0.0590348521024362,7.50614787872492,1
4.14,1.10271117904224,-0.0634417303828791,8.02025073301655,1
4.15,1.10205508946317,-0.0677720301312752,8.53589176213284,1
4.16,1.10135607979126,-0.0720257769759585,9.05293966414212,1
4.17,1.10061491534717,-0.0762030131981861,9.5712644869321,1
4.18,1.09983236094649,-0.080303797511159,10.090737639944,1
4.19,1.09900918073658,-0.0843282048381975,10.6112319054664,1
4.2,1.09814613803553,-0.0882763260901351,11.1326214494667,1
4.21,1.09724399517346,-0.0921482679419892,11.6547818319737,1
4.22,1.09630351333595,-0.0959441526089655,12.1775900170395,1
4.23,1.0953254524098,-0.0996641176218576,12.7009243822381,1
4.24,1.09431057083095,-0.103308315601896,13.2246647277519,1
4.25,1.09325962543477,-0.106876914035107,13.748692285003,1
4.26,1.09217337130848,-0.110370095046233,14.2728897248798,1
4.27,1.09105256164595,-0.11378805517228,14.7971411655189,1
4.28,1.08989794760465,-0.11713100513573,15.3213321796903,1
4.29,1.08871027816501,-0.120399169617492,15.8453498017286,1
4.3,1.08749029999189,-0.123592787029634,16.3690825341004,1
4.31,1.08623875729845,-0.126712109287952,16.8924203535095,1
4.32,1.08495639171227,-0.129757401584427,17.4152547166429,1
4.33,1.08364394214368,-0.132728942159628,17.937478565484,1
4.34,1.08230214465644,-0.135627022075102,18.4589863322424,1
4.35,1.08093173234066,-0.138451944985815,18.9796739438808,1
4.36,1.07953343518801,-0.141204026912678,19.4994388262703,1
4.37,1.07810797996918,-0.143883596015225,20.0181799079294,1
4.38,1.07665609011367,-0.146490992364477,20.5357976234158,1
4.39,1.07517848559176,-0.149026567716043,21.0521939163127,1
4.4,1.07367588279884,-0.151490685283521,21.5672722418568,1
4.41,1.07214899444193,-0.153883719512215,22.0809375691973,1
4.42,1.0705985294285,-0.156206055853245,22.5930963832772,1
4.43,1.06902519275757,-0.158458090538079,23.1036566863656,1
4.44,1.06742968541299,-0.160640230353534,23.6125279992331,1
4.45,1.06581270425902,-0.162752892417289,24.1196213619654,1
4.46,1.06417494193818,-0.164796503953959,24.6248493344422,1
4.47,1.06251708677123,-0.166771502071767,25.1281259964554,1
4.48,1.0608398226595,-0.168678333539859,25.6293669475079,1
4.49,1.05914382898939,-0.170517454566301,26.128489306265,1
4.5,1.05742978053905,-0.172289330576802,26.6254117096661,1
4.51,1.05569834738734,-0.173994435994197,27.1200543117354,1
4.52,1.05395019482496,-0.17563325401874,27.6123387820462,1
4.53,1.05218598326774,-0.177206276409232,28.1021883038913,1
4.54,1.05040636817216,-0.178714003265031,28.5895275721105,1
4.55,1.04861199995306,-0.180156942808982,29.0742827906365,1
4.56,1.04680352390344,-0.181535611171297,29.5563816697221,1
4.57,1.0449815801165,-0.182850532174425,30.0357534228847,1
4.58,1.04314680340974,-0.184102237118952,30.5123287635207,1
4.59,1.04129982325131,-0.185291264570548,30.9860399012666,1
4.6,1.03944126368836,-0.186418160148024,31.4568205380643,1
4.61,1.03757174327762,-0.187483476312498,31.9246058639251,1
4.62,1.03569187501796,-0.188487772157737,32.38933255244,1
4.63,1.03380226628516,-0.189431613201675,32.8509387560113,1
4.64,1.03190351876869,-0.19031557117916,33.3093641008042,1
4.65,1.02999622841056,-0.191140223835958,33.7645496814549,1
4.66,1.02808098534624,-0.191906154724028,34.2164380555031,1
4.67,1.02615837384762,-0.192613952998117,34.6649732375746,1
4.68,1.02422897226801,-0.193264213213694,35.1101006933211,1
4.69,1.02229335298908,-0.193857535126251,35.5517673331076,1
4.7,1.02035208236995,-0.194394523491997,35.9899215054623,1
4.71,1.01840572069806,-0.194875787869975,36.4245129902765,1
